,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
125,Macro,CAF,BMP8B,BMPR1A_ACVR2A,0.000592759502996088,0,BMP8B_BMPR1A_ACVR2A,BMP8B - (BMPR1A+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
126,malignant_cell,CAF,BMP8B,BMPR1A_ACVR2A,0.00191077800861406,0,BMP8B_BMPR1A_ACVR2A,BMP8B - (BMPR1A+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
127,NK,CAF,BMP8B,BMPR1A_ACVR2A,0.00160295040325452,0,BMP8B_BMPR1A_ACVR2A,BMP8B - (BMPR1A+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
128,T_cell,CAF,BMP8B,BMPR1A_ACVR2A,0.00113807951087011,0,BMP8B_BMPR1A_ACVR2A,BMP8B - (BMPR1A+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
129,B_cell,CAF,BMP8B,BMPR1A_BMPR2,0.00215539324659344,0,BMP8B_BMPR1A_BMPR2,BMP8B - (BMPR1A+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
130,Macro,CAF,BMP8B,BMPR1A_BMPR2,0.00105230378783018,0,BMP8B_BMPR1A_BMPR2,BMP8B - (BMPR1A+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
131,malignant_cell,CAF,BMP8B,BMPR1A_BMPR2,0.00338768920925272,0,BMP8B_BMPR1A_BMPR2,BMP8B - (BMPR1A+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
132,NK,CAF,BMP8B,BMPR1A_BMPR2,0.00284282943484649,0,BMP8B_BMPR1A_BMPR2,BMP8B - (BMPR1A+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
133,T_cell,CAF,BMP8B,BMPR1A_BMPR2,0.00201928026814361,0,BMP8B_BMPR1A_BMPR2,BMP8B - (BMPR1A+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
134,B_cell,malignant_cell,BMP8B,BMPR1B_ACVR2A,0.000575143369359247,0,BMP8B_BMPR1B_ACVR2A,BMP8B - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
135,Macro,malignant_cell,BMP8B,BMPR1B_ACVR2A,0.000280480743221249,0,BMP8B_BMPR1B_ACVR2A,BMP8B - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
136,malignant_cell,malignant_cell,BMP8B,BMPR1B_ACVR2A,0.00090509586853965,0,BMP8B_BMPR1B_ACVR2A,BMP8B - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
137,NK,malignant_cell,BMP8B,BMPR1B_ACVR2A,0.000759090154277012,0,BMP8B_BMPR1B_ACVR2A,BMP8B - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
138,T_cell,malignant_cell,BMP8B,BMPR1B_ACVR2A,0.000538753034421178,0,BMP8B_BMPR1B_ACVR2A,BMP8B - (BMPR1B+ACVR2A),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
139,B_cell,malignant_cell,BMP8B,BMPR1B_ACVR2B,0.000836774897685914,0,BMP8B_BMPR1B_ACVR2B,BMP8B - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
140,Macro,malignant_cell,BMP8B,BMPR1B_ACVR2B,0.000408126646560514,0,BMP8B_BMPR1B_ACVR2B,BMP8B - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
141,malignant_cell,malignant_cell,BMP8B,BMPR1B_ACVR2B,0.00131662204399667,0,BMP8B_BMPR1B_ACVR2B,BMP8B - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
142,NK,malignant_cell,BMP8B,BMPR1B_ACVR2B,0.00110430792596551,0,BMP8B_BMPR1B_ACVR2B,BMP8B - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
143,T_cell,malignant_cell,BMP8B,BMPR1B_ACVR2B,0.000783843089189806,0,BMP8B_BMPR1B_ACVR2B,BMP8B - (BMPR1B+ACVR2B),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
144,B_cell,malignant_cell,BMP8B,BMPR1B_BMPR2,0.00235137715797248,0,BMP8B_BMPR1B_BMPR2,BMP8B - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
145,Macro,malignant_cell,BMP8B,BMPR1B_BMPR2,0.00114776370895388,0,BMP8B_BMPR1B_BMPR2,BMP8B - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
146,malignant_cell,malignant_cell,BMP8B,BMPR1B_BMPR2,0.00369651924028323,0,BMP8B_BMPR1B_BMPR2,BMP8B - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
147,NK,malignant_cell,BMP8B,BMPR1B_BMPR2,0.00310168190317888,0,BMP8B_BMPR1B_BMPR2,BMP8B - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
148,T_cell,malignant_cell,BMP8B,BMPR1B_BMPR2,0.0022028382400996,0,BMP8B_BMPR1B_BMPR2,BMP8B - (BMPR1B+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264
149,malignant_cell,B_cell,GDF15,TGFBR2,0.0402582214608591,0,GDF15_TGFBR2,GDF15 - TGFBR2,GDF,Secreted Signaling,KEGG: hsa04350
150,malignant_cell,CAF,GDF15,TGFBR2,0.0806231356199385,0,GDF15_TGFBR2,GDF15 - TGFBR2,GDF,Secreted Signaling,KEGG: hsa04350
151,malignant_cell,Endo,GDF15,TGFBR2,0.221495474769464,0,GDF15_TGFBR2,GDF15 - TGFBR2,GDF,Secreted Signaling,KEGG: hsa04350
152,malignant_cell,Macro,GDF15,TGFBR2,0.0367917301098385,0,GDF15_TGFBR2,GDF15 - TGFBR2,GDF,Secreted Signaling,KEGG: hsa04350
153,malignant_cell,malignant_cell,GDF15,TGFBR2,0.0290242361661142,0,GDF15_TGFBR2,GDF15 - TGFBR2,GDF,Secreted Signaling,KEGG: hsa04350
154,malignant_cell,T_cell,GDF15,TGFBR2,0.0382847266576114,0,GDF15_TGFBR2,GDF15 - TGFBR2,GDF,Secreted Signaling,KEGG: hsa04350
155,CAF,CAF,INHBA,ACVR1B_ACVR2A,0.00302868581578726,0,INHBA_ACVR1B_ACVR2A,INHBA - (ACVR1B+ACVR2A),ACTIVIN,Secreted Signaling,KEGG: hsa04350
156,T_cell,CAF,INHBE,ACVR1B_ACVR2A,0.00027071348867298,0,INHBE_ACVR1B_ACVR2A,INHBE - (ACVR1B+ACVR2A),ACTIVIN,Secreted Signaling,KEGG: hsa04360
157,B_cell,Endo,WNT7B,FZD2_LRP5,0.00434687364055555,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
158,CAF,Endo,WNT7B,FZD2_LRP5,5.99053112249446e-05,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
159,Endo,Endo,WNT7B,FZD2_LRP5,0.000762458610131866,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
160,Macro,Endo,WNT7B,FZD2_LRP5,0.00178792052639061,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
161,malignant_cell,Endo,WNT7B,FZD2_LRP5,0.000406826467117407,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
162,NK,Endo,WNT7B,FZD2_LRP5,0.00330840387759474,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
163,T_cell,Endo,WNT7B,FZD2_LRP5,0.00460182966238558,0,WNT7B_FZD2_LRP5,WNT7B - (FZD2+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
164,B_cell,Endo,WNT7B,FZD3_LRP5,0.00533641086130417,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
165,CAF,Endo,WNT7B,FZD3_LRP5,7.36762170936632e-05,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
166,Endo,Endo,WNT7B,FZD3_LRP5,0.000937252936875064,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
167,Macro,Endo,WNT7B,FZD3_LRP5,0.00219726217424506,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
168,malignant_cell,Endo,WNT7B,FZD3_LRP5,0.000500342961617525,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
169,NK,Endo,WNT7B,FZD3_LRP5,0.00406351665630184,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
170,T_cell,Endo,WNT7B,FZD3_LRP5,0.00564873143399301,0,WNT7B_FZD3_LRP5,WNT7B - (FZD3+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
171,B_cell,Endo,WNT7B,FZD4_LRP5,0.00951704232056816,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
172,CAF,Endo,WNT7B,FZD4_LRP5,0.000132413587073,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
173,Endo,Endo,WNT7B,FZD4_LRP5,0.00168081044390009,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
174,Macro,Endo,WNT7B,FZD4_LRP5,0.00393631183651281,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
175,malignant_cell,Endo,WNT7B,FZD4_LRP5,0.000899204658811704,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
176,NK,Endo,WNT7B,FZD4_LRP5,0.007261871214594,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
177,T_cell,Endo,WNT7B,FZD4_LRP5,0.0100689608953482,0,WNT7B_FZD4_LRP5,WNT7B - (FZD4+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
178,B_cell,Endo,WNT7B,FZD6_LRP5,0.0116347378334888,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
179,CAF,Endo,WNT7B,FZD6_LRP5,0.000162515683814025,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
180,Endo,Endo,WNT7B,FZD6_LRP5,0.00206062435912455,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
181,Macro,Endo,WNT7B,FZD6_LRP5,0.00482322704183988,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
182,malignant_cell,Endo,WNT7B,FZD6_LRP5,0.00110360550301739,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
183,NK,Endo,WNT7B,FZD6_LRP5,0.00888702861815202,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
184,T_cell,Endo,WNT7B,FZD6_LRP5,0.0123063243190669,0,WNT7B_FZD6_LRP5,WNT7B - (FZD6+LRP5),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
185,B_cell,CAF,WNT7B,FZD1_LRP6,0.000283494548445539,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
186,CAF,CAF,WNT7B,FZD1_LRP6,3.88365151464995e-06,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
187,Endo,CAF,WNT7B,FZD1_LRP6,4.95126535950819e-05,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
188,Macro,CAF,WNT7B,FZD1_LRP6,0.000116197979182997,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
189,malignant_cell,CAF,WNT7B,FZD1_LRP6,2.63751674074595e-05,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
190,NK,CAF,WNT7B,FZD1_LRP6,0.000215422269455649,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
191,T_cell,CAF,WNT7B,FZD1_LRP6,0.000300240440308405,0,WNT7B_FZD1_LRP6,WNT7B - (FZD1+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
192,B_cell,CAF,WNT7B,FZD2_LRP6,0.00124780843161113,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
193,CAF,CAF,WNT7B,FZD2_LRP6,1.72099662504218e-05,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
194,Endo,CAF,WNT7B,FZD2_LRP6,0.000218995200167625,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
195,Macro,CAF,WNT7B,FZD2_LRP6,0.000513475846425289,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
196,malignant_cell,CAF,WNT7B,FZD2_LRP6,0.000116875212154409,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
197,NK,CAF,WNT7B,FZD2_LRP6,0.00094990774634419,0.03,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
198,T_cell,CAF,WNT7B,FZD2_LRP6,0.00132092710889881,0.03,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
199,B_cell,Endo,WNT7B,FZD2_LRP6,0.00279706528611046,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
200,CAF,Endo,WNT7B,FZD2_LRP6,3.84376561927494e-05,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
201,Endo,Endo,WNT7B,FZD2_LRP6,0.000489613398667979,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
202,Macro,Endo,WNT7B,FZD2_LRP6,0.0011485558000352,0.03,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
203,malignant_cell,Endo,WNT7B,FZD2_LRP6,0.000261039398580753,0.04,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
204,NK,Endo,WNT7B,FZD2_LRP6,0.00212722491063337,0.03,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
205,T_cell,Endo,WNT7B,FZD2_LRP6,0.0029616746994953,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
206,B_cell,malignant_cell,WNT7B,FZD2_LRP6,0.00380202442174641,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
207,CAF,malignant_cell,WNT7B,FZD2_LRP6,5.2192802259271e-05,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
208,Endo,malignant_cell,WNT7B,FZD2_LRP6,0.000665020765981552,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
209,Macro,malignant_cell,WNT7B,FZD2_LRP6,0.00156025644776875,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
210,malignant_cell,malignant_cell,WNT7B,FZD2_LRP6,0.000354455516655986,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
211,NK,malignant_cell,WNT7B,FZD2_LRP6,0.00289069745771964,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
212,T_cell,malignant_cell,WNT7B,FZD2_LRP6,0.00402605684834614,0,WNT7B_FZD2_LRP6,WNT7B - (FZD2+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
213,B_cell,CAF,WNT7B,FZD3_LRP6,0.000543085035977982,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
214,CAF,CAF,WNT7B,FZD3_LRP6,7.45335729090893e-06,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
215,Endo,CAF,WNT7B,FZD3_LRP6,9.49746534591049e-05,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
216,Macro,CAF,WNT7B,FZD3_LRP6,0.000222835088102421,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
217,malignant_cell,CAF,WNT7B,FZD3_LRP6,5.0617832324074e-05,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
218,NK,CAF,WNT7B,FZD3_LRP6,0.000412881675327404,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
219,T_cell,CAF,WNT7B,FZD3_LRP6,0.000575095811081507,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
220,B_cell,Endo,WNT7B,FZD3_LRP6,0.00343629307923821,0.01,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
221,CAF,Endo,WNT7B,FZD3_LRP6,4.72773413060468e-05,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
222,Endo,Endo,WNT7B,FZD3_LRP6,0.000602014792272362,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
223,Macro,Endo,WNT7B,FZD3_LRP6,0.00141200819411994,0.03,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
224,malignant_cell,Endo,WNT7B,FZD3_LRP6,0.000321070222365782,0.04,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
225,NK,Endo,WNT7B,FZD3_LRP6,0.00261419134404765,0.03,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
226,T_cell,Endo,WNT7B,FZD3_LRP6,0.00363824083779267,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
227,B_cell,malignant_cell,WNT7B,FZD3_LRP6,0.00856989829510718,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
228,CAF,malignant_cell,WNT7B,FZD3_LRP6,0.000118246488284719,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
229,Endo,malignant_cell,WNT7B,FZD3_LRP6,0.00150450008750798,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
230,Macro,malignant_cell,WNT7B,FZD3_LRP6,0.00352738787152694,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
231,malignant_cell,malignant_cell,WNT7B,FZD3_LRP6,0.00080302648568179,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
232,NK,malignant_cell,WNT7B,FZD3_LRP6,0.00652465363578302,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
233,T_cell,malignant_cell,WNT7B,FZD3_LRP6,0.00907182691682444,0,WNT7B_FZD3_LRP6,WNT7B - (FZD3+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
234,B_cell,CAF,WNT7B,FZD4_LRP6,0.00146356918595998,0.02,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
235,CAF,CAF,WNT7B,FZD4_LRP6,2.02164608588894e-05,0.04,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
236,Endo,CAF,WNT7B,FZD4_LRP6,0.000257142946018396,0.04,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
237,Macro,CAF,WNT7B,FZD4_LRP6,0.000602796527153172,0.04,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
238,malignant_cell,CAF,WNT7B,FZD4_LRP6,0.000137291827256678,0.04,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
239,NK,CAF,WNT7B,FZD4_LRP6,0.00111461066594821,0.02,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
240,T_cell,CAF,WNT7B,FZD4_LRP6,0.00154917650863116,0.02,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
241,B_cell,Endo,WNT7B,FZD4_LRP6,0.00614720612078506,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
242,CAF,Endo,WNT7B,FZD4_LRP6,8.49970788685224e-05,0.04,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
243,Endo,Endo,WNT7B,FZD4_LRP6,0.00108081539591475,0.01,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
244,Macro,Endo,WNT7B,FZD4_LRP6,0.00253331292377288,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
245,malignant_cell,Endo,WNT7B,FZD4_LRP6,0.000577220419110726,0.04,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
246,NK,Endo,WNT7B,FZD4_LRP6,0.00468277997804881,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
247,T_cell,Endo,WNT7B,FZD4_LRP6,0.00650634306210209,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
248,B_cell,malignant_cell,WNT7B,FZD4_LRP6,0.00296759572992598,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
249,CAF,malignant_cell,WNT7B,FZD4_LRP6,4.07018017990086e-05,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
250,Endo,malignant_cell,WNT7B,FZD4_LRP6,0.000518735875452415,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
251,Macro,malignant_cell,WNT7B,FZD4_LRP6,0.00121719265622948,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
252,malignant_cell,malignant_cell,WNT7B,FZD4_LRP6,0.000276418059658631,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
253,NK,malignant_cell,WNT7B,FZD4_LRP6,0.00225573767574896,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
254,T_cell,malignant_cell,WNT7B,FZD4_LRP6,0.00314264467175789,0,WNT7B_FZD4_LRP6,WNT7B - (FZD4+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
255,B_cell,CAF,WNT7B,FZD6_LRP6,0.000844061333075695,0.01,WNT7B_FZD6_LRP6,WNT7B - (FZD6+LRP6),WNT,Secreted Signaling,KEGG: hsa04310; PMID: 23209147
