"int_pair","typeA","typeB","clustA","clustB","value"
"BMP8A & BMR1B_AVR2B","L","R","CAF","malignant_cell",0.238
"BMP8A & BMR1B_AVR2B","L","R","Macro","malignant_cell",0.214
"BMP8A & BMR1B_AVR2B","L","R","NK","malignant_cell",0.319
"BMP8A & BMR1B_AVR2B","L","R","T_cell","malignant_cell",0.261
"BMP8B & PLAUR","L","R","B_cell","CAF",0.417
"BMP8B & PLAUR","L","R","B_cell","Macro",0.73
"BMP8B & PLAUR","L","R","B_cell","malignant_cell",0.224
"BMP8B & PLAUR","L","R","CAF","CAF",0.362
"BMP8B & PLAUR","L","R","CAF","Macro",0.675
"BMP8B & PLAUR","L","R","Endo","CAF",0.371
"BMP8B & PLAUR","L","R","Endo","Macro",0.684
"BMP8B & PLAUR","L","R","Macro","CAF",0.385
"BMP8B & PLAUR","L","R","Macro","Macro",0.698
"BMP8B & PLAUR","L","R","Macro","malignant_cell",0.191
"BMP8B & PLAUR","L","R","malignant_cell","CAF",0.456
"BMP8B & PLAUR","L","R","malignant_cell","Macro",0.769
"BMP8B & PLAUR","L","R","malignant_cell","malignant_cell",0.263
"BMP8B & PLAUR","L","R","NK","CAF",0.416
"BMP8B & PLAUR","L","R","NK","Macro",0.729
"BMP8B & PLAUR","L","R","NK","malignant_cell",0.223
"BMP8B & PLAUR","L","R","T_cell","CAF",0.407
"BMP8B & PLAUR","L","R","T_cell","Macro",0.72
"BMP8B & PLAUR","L","R","T_cell","malignant_cell",0.214
"BMPR1B_BMPR2 & BMPR1A","R","R","CAF","CAF",0.182
"BMPR1B_BMPR2 & BMPR1A","R","R","CAF","malignant_cell",0.142
"BMPR1B_BMPR2 & BMPR1A","R","R","malignant_cell","CAF",0.297
"BMPR1B_BMPR2 & BMPR1A","R","R","malignant_cell","malignant_cell",0.258
"BST2 & LILRA4","L","R","Macro","Macro",0.79
"BST2 & LILRA4","L","R","malignant_cell","Macro",0.691
"BTLA & TNFRSF14","R","R","B_cell","B_cell",0.682
"BTLA & TNFRSF14","R","R","B_cell","Endo",0.851
"BTLA & TNFRSF14","R","R","B_cell","Macro",0.876
"BTLA & TNFRSF14","R","R","B_cell","malignant_cell",0.835
"BTLA & TNFRSF14","R","R","B_cell","T_cell",0.731
"BTLA & TNFRSF14","R","R","T_cell","Endo",0.69
"BTLA & TNFRSF14","R","R","T_cell","Macro",0.714
"BTLA & TNFRSF14","R","R","T_cell","malignant_cell",0.674
"BTLA & TNFRSF14","R","R","T_cell","T_cell",0.57
"C3 & aMb2 complex","L","R","CAF","Macro",1.01
"C3 & aMb2 complex","L","R","CAF","NK",0.873
"C3 & aMb2 complex","L","R","Macro","Macro",0.718
"C3 & aMb2 complex","L","R","Macro","NK",0.581
"C3 & C3AR1","L","R","CAF","Macro",1.316
"C3 & C3AR1","L","R","Macro","Macro",1.024
"C5 & C5AR1","L","R","CAF","B_cell",0.106
"C5 & C5AR1","L","R","CAF","Macro",0.584
"C5 & C5AR1","L","R","CAF","T_cell",0.102
"C5 & C5AR2","L","R","CAF","CAF",0.068
"C5 & C5AR2","L","R","CAF","Macro",0.068
"C5 & C5AR2","L","R","CAF","NK",0.077
"CADM1 & CADM1","R","R","Macro","malignant_cell",0.374
"CADM1 & CADM1","R","R","malignant_cell","Macro",0.374
"CADM1 & CADM1","R","R","malignant_cell","malignant_cell",0.447
"CADM1 & CADM1","R","R","malignant_cell","T_cell",0.351
"CADM1 & CADM1","R","R","T_cell","malignant_cell",0.351
"CADM3 & CADM1","R","R","CAF","Macro",0.261
"CADM3 & CADM1","R","R","CAF","malignant_cell",0.334
"CADM3 & CADM1","R","R","CAF","T_cell",0.239
"CCL14 & CCR1","L","R","Endo","Macro",1.145
"CCL16 & CCR1","L","R","B_cell","Macro",0.839
"CCL16 & CCR1","L","R","CAF","Macro",0.698
"CCL16 & CCR1","L","R","Endo","Macro",0.802
"CCL16 & CCR1","L","R","Macro","Macro",0.734
"CCL16 & CCR1","L","R","malignant_cell","Macro",0.665
"CCL16 & CCR1","L","R","NK","Macro",0.831
"CCL16 & CCR1","L","R","T_cell","Macro",0.836
"CCL16 & CCR2","L","R","B_cell","Macro",0.498
"CCL16 & CCR2","L","R","CAF","Macro",0.357
"CCL16 & CCR2","L","R","Endo","Macro",0.461
"CCL16 & CCR2","L","R","Macro","Macro",0.392
"CCL16 & CCR2","L","R","malignant_cell","Macro",0.324
"CCL16 & CCR2","L","R","NK","Macro",0.49
"CCL16 & CCR2","L","R","T_cell","Macro",0.494
"CCL16 & HRH4","L","R","B_cell","B_cell",0.488
"CCL16 & HRH4","L","R","B_cell","NK",0.495
"CCL16 & HRH4","L","R","B_cell","T_cell",0.482
"CCL16 & HRH4","L","R","Endo","B_cell",0.451
"CCL16 & HRH4","L","R","Endo","NK",0.458
"CCL16 & HRH4","L","R","Endo","T_cell",0.445
"CCL16 & HRH4","L","R","NK","B_cell",0.48
"CCL16 & HRH4","L","R","NK","NK",0.487
"CCL16 & HRH4","L","R","NK","T_cell",0.474
"CCL16 & HRH4","L","R","T_cell","B_cell",0.485
"CCL16 & HRH4","L","R","T_cell","NK",0.491
"CCL16 & HRH4","L","R","T_cell","T_cell",0.478
"CCL19 & CCR7","L","R","CAF","B_cell",0.723
"CCL19 & CCR7","L","R","CAF","T_cell",0.554
"CCL19 & CCRL2","L","R","CAF","Macro",0.541
"CCL19 & CXCR3","L","R","CAF","NK",0.496
"CCL19 & CXCR3","L","R","CAF","T_cell",0.57
"CCL2 & CCR10","L","R","CAF","malignant_cell",0.491
"CCL2 & CCR10","L","R","Endo","malignant_cell",0.432
"CCL2 & CCR10","L","R","Macro","malignant_cell",0.39
"CCL2 & CCR2","L","R","CAF","Macro",0.561
"CCL2 & CCR2","L","R","Endo","Macro",0.501
"CCL2 & CCR2","L","R","Macro","Macro",0.46
"CCL21 & CCR7","L","R","CAF","B_cell",0.712
"CCL21 & CCR7","L","R","CAF","T_cell",0.543
"CCL21 & CCR7","L","R","Endo","B_cell",1.003
"CCL21 & CCR7","L","R","Endo","T_cell",0.834
"CCL22 & CCR4","L","R","B_cell","T_cell",0.552
"CCL22 & CCR4","L","R","T_cell","T_cell",0.527
"CCL22 & DPP4","L","R","B_cell","CAF",0.555
"CCL22 & DPP4","L","R","B_cell","Endo",0.513
"CCL22 & DPP4","L","R","T_cell","CAF",0.53
"CCL22 & DPP4","L","R","T_cell","Endo",0.488
"CCL26 & CCR1","L","R","CAF","Macro",0.606
"CCL26 & CCR2","L","R","CAF","Macro",0.264
"CCL28 & CCR10","L","R","B_cell","malignant_cell",0.244
"CCL28 & CCR10","L","R","Endo","malignant_cell",0.229
"CCL28 & CCR10","L","R","Macro","malignant_cell",0.224
"CCL28 & CCR10","L","R","malignant_cell","malignant_cell",0.278
"CCL28 & CCR10","L","R","NK","malignant_cell",0.243
"CCL28 & CCR10","L","R","T_cell","malignant_cell",0.233
"CCL3 & CCR1","L","R","Macro","Macro",1.198
"CCL3 & CCR1","L","R","NK","Macro",1.133
"CCL3 & CCR1","L","R","T_cell","Macro",0.781
"CCL3 & CCR5","L","R","Macro","Macro",0.898
"CCL3 & CCR5","L","R","Macro","T_cell",0.886
"CCL3 & CCR5","L","R","NK","Macro",0.834
"CCL3 & CCR5","L","R","NK","T_cell",0.822
"CCL3 & CCR5","L","R","T_cell","Macro",0.481
"CCL3 & CCR5","L","R","T_cell","T_cell",0.47
"CCL3 & IDE","L","R","Macro","B_cell",0.716
"CCL3 & IDE","L","R","Macro","CAF",0.76
"CCL3 & IDE","L","R","Macro","Endo",0.735
"CCL3 & IDE","L","R","Macro","Macro",0.719
"CCL3 & IDE","L","R","Macro","malignant_cell",0.745
"CCL3 & IDE","L","R","Macro","T_cell",0.742
"CCL3 & IDE","L","R","NK","B_cell",0.651
"CCL3 & IDE","L","R","NK","CAF",0.695
"CCL3 & IDE","L","R","NK","Endo",0.671
"CCL3 & IDE","L","R","NK","Macro",0.654
"CCL3 & IDE","L","R","NK","malignant_cell",0.68
"CCL3 & IDE","L","R","NK","T_cell",0.678
"CCL3 & IDE","L","R","T_cell","B_cell",0.299
"CCL3 & IDE","L","R","T_cell","CAF",0.343
"CCL3 & IDE","L","R","T_cell","Endo",0.319
"CCL3 & IDE","L","R","T_cell","Macro",0.302
"CCL3 & IDE","L","R","T_cell","malignant_cell",0.328
"CCL3 & IDE","L","R","T_cell","T_cell",0.326
"CCL3L1 & CCR1","L","R","Macro","Macro",0.684
"CCL3L1 & DPP4","L","R","Macro","CAF",0.246
"CCL3L1 & DPP4","L","R","Macro","Endo",0.204
"CCL3L3 & CCR1","L","R","Macro","Macro",0.862
"CCL3L3 & CCR1","L","R","NK","Macro",0.747
"CCL3L3 & CCR1","L","R","T_cell","Macro",0.753
"CCL3L3 & DPP4","L","R","Macro","CAF",0.425
"CCL3L3 & DPP4","L","R","Macro","Endo",0.383
"CCL3L3 & DPP4","L","R","NK","CAF",0.309
"CCL3L3 & DPP4","L","R","T_cell","CAF",0.315
"CCL3L3 & DPP4","L","R","T_cell","Endo",0.273
"CCL4 & CCR5","L","R","Macro","Macro",0.688
"CCL4 & CCR5","L","R","Macro","T_cell",0.676
"CCL4 & CCR5","L","R","NK","Macro",1.189
"CCL4 & CCR5","L","R","NK","T_cell",1.177
"CCL4 & CCR5","L","R","T_cell","Macro",0.746
"CCL4 & CCR5","L","R","T_cell","T_cell",0.735
"CCL4 & CNR2","L","R","Macro","B_cell",0.776
"CCL4 & CNR2","L","R","NK","B_cell",1.277
"CCL4 & CNR2","L","R","T_cell","B_cell",0.834
"CCL4 & SLC7A1","L","R","Macro","B_cell",0.496
"CCL4 & SLC7A1","L","R","Macro","CAF",0.578
"CCL4 & SLC7A1","L","R","Macro","Endo",0.62
"CCL4 & SLC7A1","L","R","Macro","Macro",0.488
"CCL4 & SLC7A1","L","R","Macro","malignant_cell",0.652
"CCL4 & SLC7A1","L","R","Macro","T_cell",0.492
"CCL4 & SLC7A1","L","R","NK","B_cell",0.997
"CCL4 & SLC7A1","L","R","NK","CAF",1.079
"CCL4 & SLC7A1","L","R","NK","Endo",1.121
"CCL4 & SLC7A1","L","R","NK","Macro",0.989
"CCL4 & SLC7A1","L","R","NK","malignant_cell",1.153
"CCL4 & SLC7A1","L","R","NK","T_cell",0.992
"CCL4 & SLC7A1","L","R","T_cell","B_cell",0.555
"CCL4 & SLC7A1","L","R","T_cell","CAF",0.637
"CCL4 & SLC7A1","L","R","T_cell","Endo",0.679
"CCL4 & SLC7A1","L","R","T_cell","Macro",0.547
"CCL4 & SLC7A1","L","R","T_cell","malignant_cell",0.711
"CCL4 & SLC7A1","L","R","T_cell","T_cell",0.55
"CCL4L2 & FFAR2","L","R","Macro","B_cell",0.572
"CCL4L2 & FFAR2","L","R","NK","B_cell",0.918
"CCL4L2 & FFAR2","L","R","T_cell","B_cell",0.639
"CCL4L2 & FFAR2","L","R","NK","CAF",0.771
"CCL4L2 & FFAR2","L","R","T_cell","CAF",0.492
"CCL4L2 & FFAR2","L","R","Macro","Endo",0.534
"CCL4L2 & FFAR2","L","R","NK","Endo",0.88
"CCL4L2 & FFAR2","L","R","T_cell","Endo",0.601
"CCL4L2 & FFAR2","L","R","Macro","Macro",0.531
"CCL4L2 & FFAR2","L","R","NK","Macro",0.877
"CCL4L2 & FFAR2","L","R","T_cell","Macro",0.598
"CCL4L2 & FFAR2","L","R","NK","malignant_cell",0.751
"CCL4L2 & FFAR2","L","R","T_cell","malignant_cell",0.472
"CCL4L2 & FFAR2","L","R","Macro","NK",0.544
"CCL4L2 & FFAR2","L","R","NK","NK",0.891
"CCL4L2 & FFAR2","L","R","T_cell","NK",0.611
"CCL4L2 & FFAR2","L","R","Macro","T_cell",0.547
"CCL4L2 & FFAR2","L","R","NK","T_cell",0.893
"CCL4L2 & FFAR2","L","R","T_cell","T_cell",0.614
"CCL4L2 & PGRMC2","L","R","Macro","CAF",0.467
"CCL4L2 & PGRMC2","L","R","NK","CAF",0.813
"CCL4L2 & PGRMC2","L","R","T_cell","CAF",0.534
"CCL4L2 & PGRMC2","L","R","Macro","Endo",0.399
"CCL4L2 & PGRMC2","L","R","NK","Endo",0.745
"CCL4L2 & PGRMC2","L","R","T_cell","Endo",0.466
"CCL4L2 & PGRMC2","L","R","Macro","Macro",0.351
"CCL4L2 & PGRMC2","L","R","NK","Macro",0.697
"CCL4L2 & PGRMC2","L","R","T_cell","Macro",0.417
"CCL4L2 & PGRMC2","L","R","Macro","malignant_cell",0.44
"CCL4L2 & PGRMC2","L","R","NK","malignant_cell",0.786
"CCL4L2 & PGRMC2","L","R","T_cell","malignant_cell",0.507
"CCL4L2 & PGRMC2","L","R","Macro","NK",0.356
"CCL4L2 & PGRMC2","L","R","NK","NK",0.702
"CCL4L2 & PGRMC2","L","R","T_cell","NK",0.423
"CCL5 & CCR1","L","R","B_cell","Macro",1.417
"CCL5 & CCR1","L","R","CAF","Macro",0.992
"CCL5 & CCR1","L","R","Endo","Macro",1.117
"CCL5 & CCR1","L","R","Macro","Macro",1.21
"CCL5 & CCR1","L","R","malignant_cell","Macro",1.061
"CCL5 & CCR1","L","R","NK","Macro",1.624
"CCL5 & CCR1","L","R","T_cell","Macro",1.575
"CCL5 & CCR4","L","R","B_cell","T_cell",0.977
"CCL5 & CCR4","L","R","NK","T_cell",1.184
"CCL5 & CCR4","L","R","T_cell","T_cell",1.134
"CCL5 & CCR5","L","R","B_cell","Macro",1.117
"CCL5 & CCR5","L","R","B_cell","T_cell",1.105
"CCL5 & CCR5","L","R","NK","Macro",1.324
"CCL5 & CCR5","L","R","NK","T_cell",1.312
"CCL5 & CCR5","L","R","T_cell","Macro",1.275
"CCL5 & CCR5","L","R","T_cell","T_cell",1.263
"CCL8 & CCR1","L","R","Macro","Macro",0.639
"CCL8 & CCR2","L","R","Macro","Macro",0.297
"CCL8 & CCR5","L","R","Macro","Macro",0.339
"CCL8 & CCR5","L","R","Macro","T_cell",0.327
"CD160 & TNFRSF14","R","R","NK","B_cell",0.68
"CD160 & TNFRSF14","R","R","NK","CAF",0.542
"CD160 & TNFRSF14","R","R","NK","Endo",0.848
"CD160 & TNFRSF14","R","R","NK","Macro",0.873
"CD160 & TNFRSF14","R","R","NK","malignant_cell",0.833
"CD160 & TNFRSF14","R","R","NK","NK",0.573
"CD160 & TNFRSF14","R","R","NK","T_cell",0.729
"CD1D & CEACAM5","L","R","B_cell","B_cell",0.317
"CD1D & CEACAM5","L","R","Macro","B_cell",0.393
"CD1D & CEACAM5","L","R","NK","B_cell",0.201
"CD1D & CEACAM5","L","R","T_cell","B_cell",0.205
"CD1D & CEACAM5","L","R","B_cell","CAF",0.219
"CD1D & CEACAM5","L","R","Macro","CAF",0.295
"CD1D & CEACAM5","L","R","B_cell","Endo",0.245
"CD1D & CEACAM5","L","R","Macro","Endo",0.321
"CD1D & CEACAM5","L","R","B_cell","Macro",0.243
"CD1D & CEACAM5","L","R","Macro","Macro",0.319
"CD1D & CEACAM5","L","R","B_cell","malignant_cell",0.211
"CD1D & CEACAM5","L","R","Macro","malignant_cell",0.287
"CD1D & CEACAM5","L","R","B_cell","NK",0.352
"CD1D & CEACAM5","L","R","Macro","NK",0.428
"CD1D & CEACAM5","L","R","B_cell","T_cell",0.317
"CD1D & CEACAM5","L","R","Endo","T_cell",0.195
"CD1D & CEACAM5","L","R","Macro","T_cell",0.393
"CD1D & CEACAM5","L","R","T_cell","T_cell",0.206
"CD1D & LILRB2","L","R","B_cell","B_cell",0.238
"CD1D & LILRB2","L","R","B_cell","Macro",0.725
"CD1D & LILRB2","L","R","B_cell","NK",0.203
"CD1D & LILRB2","L","R","CAF","Macro",0.599
"CD1D & LILRB2","L","R","Endo","B_cell",0.115
"CD1D & LILRB2","L","R","Endo","Macro",0.602
"CD1D & LILRB2","L","R","Macro","B_cell",0.314
"CD1D & LILRB2","L","R","Macro","Macro",0.801
"CD1D & LILRB2","L","R","Macro","NK",0.279
"CD1D & LILRB2","L","R","malignant_cell","B_cell",0.097
"CD1D & LILRB2","L","R","malignant_cell","Macro",0.584
"CD1D & LILRB2","L","R","NK","B_cell",0.122
"CD1D & LILRB2","L","R","NK","Macro",0.609
"CD1D & LILRB2","L","R","T_cell","B_cell",0.126
"CD1D & LILRB2","L","R","T_cell","Macro",0.613
"CD200 & CD200R1","L","R","B_cell","T_cell",0.246
"CD200 & CD200R1","L","R","Endo","Macro",0.581
"CD200 & CD200R1","L","R","Endo","T_cell",0.613
"CD200 & CD200R1","L","R","malignant_cell","Macro",0.226
"CD200 & CD200R1","L","R","malignant_cell","T_cell",0.259
"CD200 & CD200R1","L","R","T_cell","T_cell",0.222
"CD28 & CD80","L","R","T_cell","Macro",0.42
"CD28 & CD86","L","R","B_cell","Macro",0.543
"CD28 & CD86","L","R","CAF","Macro",0.516
"CD28 & CD86","L","R","Endo","Macro",0.516
"CD28 & CD86","L","R","Macro","Macro",0.608
"CD28 & CD86","L","R","malignant_cell","Macro",0.518
"CD28 & CD86","L","R","NK","Macro",0.531
"CD28 & CD86","L","R","T_cell","B_cell",0.444
"CD28 & CD86","L","R","T_cell","Macro",0.849
"CD40LG & a5b1 complex","L","R","T_cell","CAF",0.515
"CD40LG & a5b1 complex","L","R","T_cell","Endo",0.82
"CD40LG & a5b1 complex","L","R","T_cell","Macro",0.385
"CD40LG & a5b1 complex","L","R","T_cell","malignant_cell",0.193
"CD40LG & a5b1 complex","L","R","T_cell","NK",0.339
"CD40LG & CD40","L","R","T_cell","B_cell",0.598
"CD40LG & CD40","L","R","T_cell","CAF",0.348
"CD40LG & CD40","L","R","T_cell","Endo",0.329
"CD40LG & CD40","L","R","T_cell","Macro",0.418
"CD44 & FGFR2","R","R","Macro","B_cell",0.858
"CD44 & FGFR2","R","R","Macro","T_cell",0.856
"CD44 & FGFR2","R","R","malignant_cell","B_cell",0.922
"CD44 & FGFR2","R","R","malignant_cell","CAF",0.827
"CD44 & FGFR2","R","R","malignant_cell","Endo",0.844
"CD44 & FGFR2","R","R","malignant_cell","Macro",0.852
"CD44 & FGFR2","R","R","malignant_cell","NK",0.879
"CD44 & FGFR2","R","R","malignant_cell","T_cell",0.919
"CD44 & FGFR2","R","R","T_cell","B_cell",0.846
"CD44 & FGFR2","R","R","T_cell","T_cell",0.843
"CD44 & HBEGF","R","R","B_cell","Macro",0.846
"CD44 & HBEGF","R","R","CAF","Endo",0.817
"CD44 & HBEGF","R","R","CAF","Macro",0.922
"CD44 & HBEGF","R","R","Macro","Endo",0.871
"CD44 & HBEGF","R","R","Macro","Macro",0.977
"CD44 & HBEGF","R","R","Macro","malignant_cell",0.773
"CD44 & HBEGF","R","R","malignant_cell","CAF",0.794
"CD44 & HBEGF","R","R","malignant_cell","Endo",0.935
"CD44 & HBEGF","R","R","malignant_cell","Macro",1.041
"CD44 & HBEGF","R","R","malignant_cell","malignant_cell",0.837
"CD44 & HBEGF","R","R","NK","Macro",0.858
"CD44 & HBEGF","R","R","T_cell","Endo",0.859
"CD44 & HBEGF","R","R","T_cell","Macro",0.965
"CD44 & HBEGF","R","R","T_cell","malignant_cell",0.761
"CD47 & SIRB1 complex","R","R","B_cell","Macro",0.973
"CD47 & SIRB1 complex","R","R","B_cell","T_cell",0.661
"CD47 & SIRB1 complex","R","R","CAF","Macro",0.804
"CD47 & SIRB1 complex","R","R","Endo","Macro",0.796
"CD47 & SIRB1 complex","R","R","Macro","Macro",0.823
"CD47 & SIRB1 complex","R","R","malignant_cell","Macro",0.859
"CD47 & SIRB1 complex","R","R","malignant_cell","T_cell",0.547
"CD47 & SIRB1 complex","R","R","NK","Macro",0.932
"CD47 & SIRB1 complex","R","R","NK","T_cell",0.62
"CD47 & SIRB1 complex","R","R","T_cell","Macro",0.847
"CD48 & CD244","L","R","B_cell","Macro",0.693
"CD48 & CD244","L","R","B_cell","NK",0.935
"CD48 & CD244","L","R","B_cell","T_cell",0.677
"CD48 & CD244","L","R","Macro","Macro",0.682
"CD48 & CD244","L","R","Macro","NK",0.924
"CD48 & CD244","L","R","Macro","T_cell",0.666
"CD48 & CD244","L","R","NK","Macro",0.74
"CD48 & CD244","L","R","NK","NK",0.983
"CD48 & CD244","L","R","NK","T_cell",0.725
"CD48 & CD244","L","R","T_cell","Macro",0.69
"CD48 & CD244","L","R","T_cell","NK",0.933
"CD48 & CD244","L","R","T_cell","T_cell",0.675
"CD52 & SIGLEC10","L","L","B_cell","B_cell",1.522
"CD52 & SIGLEC10","L","L","B_cell","CAF",1.17
"CD52 & SIGLEC10","L","L","B_cell","Endo",1.27
"CD52 & SIGLEC10","L","L","B_cell","Macro",1.458
"CD52 & SIGLEC10","L","L","B_cell","malignant_cell",1.16
"CD52 & SIGLEC10","L","L","B_cell","NK",1.42
"CD52 & SIGLEC10","L","L","B_cell","T_cell",1.405
"CD52 & SIGLEC10","L","L","T_cell","B_cell",1.342
"CD52 & SIGLEC10","L","L","T_cell","CAF",0.99
"CD52 & SIGLEC10","L","L","T_cell","Endo",1.091
"CD52 & SIGLEC10","L","L","T_cell","Macro",1.279
"CD52 & SIGLEC10","L","L","T_cell","malignant_cell",0.981
"CD52 & SIGLEC10","L","L","T_cell","NK",1.24
"CD52 & SIGLEC10","L","L","T_cell","T_cell",1.225
"CD58 & CD2","L","R","malignant_cell","NK",0.853
"CD58 & CD2","L","R","B_cell","T_cell",0.958
"CD58 & CD2","L","R","CAF","T_cell",1.008
"CD58 & CD2","L","R","Endo","T_cell",1.111
"CD58 & CD2","L","R","Macro","T_cell",1.244
"CD58 & CD2","L","R","malignant_cell","T_cell",1.345
"CD58 & CD2","L","R","NK","T_cell",1.157
"CD58 & CD2","L","R","T_cell","T_cell",1.083
"CD6 & ALCAM","L","R","T_cell","B_cell",0.506
"CD6 & ALCAM","L","R","T_cell","CAF",0.569
"CD6 & ALCAM","L","R","T_cell","Macro",0.645
"CD6 & ALCAM","L","R","T_cell","malignant_cell",0.52
"CD72 & SEMA4D","L","R","B_cell","B_cell",0.595
"CD72 & SEMA4D","L","R","B_cell","Endo",0.543
"CD72 & SEMA4D","L","R","B_cell","Macro",0.659
"CD72 & SEMA4D","L","R","B_cell","malignant_cell",0.454
"CD72 & SEMA4D","L","R","B_cell","NK",0.85
"CD72 & SEMA4D","L","R","B_cell","T_cell",0.817
"CD72 & SEMA4D","L","R","Macro","B_cell",0.533
"CD72 & SEMA4D","L","R","Macro","Endo",0.481
"CD72 & SEMA4D","L","R","Macro","Macro",0.597
"CD72 & SEMA4D","L","R","Macro","malignant_cell",0.392
"CD72 & SEMA4D","L","R","Macro","NK",0.788
"CD72 & SEMA4D","L","R","Macro","T_cell",0.754
"CD80 & CD274","R","R","Macro","Macro",0.168
"CD8A & CEACAM5","R","R","T_cell","B_cell",0.739
"CD8A & CEACAM5","R","R","T_cell","CAF",0.641
"CD8A & CEACAM5","R","R","T_cell","Endo",0.668
"CD8A & CEACAM5","R","R","T_cell","Macro",0.665
"CD8A & CEACAM5","R","R","T_cell","malignant_cell",0.634
"CD8A & CEACAM5","R","R","T_cell","NK",0.775
"CD8A & CEACAM5","R","R","T_cell","T_cell",0.74
"CD99 & PILRA","L","R","B_cell","Macro",1.053
"CD99 & PILRA","L","R","CAF","Macro",1.49
"CD99 & PILRA","L","R","Endo","Macro",1.451
"CD99 & PILRA","L","R","Macro","Macro",1.22
"CD99 & PILRA","L","R","malignant_cell","Macro",1.4
"CD99 & PILRA","L","R","NK","Macro",1.301
"CD99 & PILRA","L","R","T_cell","Macro",1.327
"CDH1 & a2b1 complex","L","R","malignant_cell","B_cell",0.477
"CDH1 & a2b1 complex","L","R","malignant_cell","CAF",0.484
"CDH1 & a2b1 complex","L","R","malignant_cell","Endo",0.599
"CDH1 & a2b1 complex","L","R","malignant_cell","Macro",0.431
"CDH1 & a2b1 complex","L","R","malignant_cell","malignant_cell",0.498
"CDH1 & a2b1 complex","L","R","malignant_cell","NK",0.467
"CDH1 & a2b1 complex","L","R","malignant_cell","T_cell",0.498
"CDH1 & a2b1 complex","L","R","T_cell","Endo",0.324
"CDH1 & aEb7 complex","L","R","malignant_cell","B_cell",0.518
"CDH1 & aEb7 complex","L","R","malignant_cell","Macro",0.461
"CDH1 & aEb7 complex","L","R","malignant_cell","NK",0.561
"CDH1 & aEb7 complex","L","R","malignant_cell","T_cell",0.591
"CDH1 & KLRG1","L","R","malignant_cell","B_cell",0.476
"CDH1 & KLRG1","L","R","malignant_cell","CAF",0.431
"CDH1 & KLRG1","L","R","malignant_cell","Endo",0.475
"CDH1 & KLRG1","L","R","malignant_cell","Macro",0.473
"CDH1 & KLRG1","L","R","malignant_cell","malignant_cell",0.428
"CDH1 & KLRG1","L","R","malignant_cell","NK",0.595
"CDH1 & KLRG1","L","R","malignant_cell","T_cell",0.598
"CEACAM1 & CD209","R","R","Endo","B_cell",0.423
"CEACAM1 & CD209","R","R","Endo","Endo",0.397
"CEACAM1 & CD209","R","R","Endo","Macro",0.51
"CEACAM1 & CD209","R","R","Endo","NK",0.406
"CEACAM1 & CD209","R","R","Endo","T_cell",0.416
"CEACAM1 & CD209","R","R","malignant_cell","B_cell",0.462
"CEACAM1 & CD209","R","R","malignant_cell","CAF",0.347
"CEACAM1 & CD209","R","R","malignant_cell","Endo",0.437
"CEACAM1 & CD209","R","R","malignant_cell","Macro",0.549
"CEACAM1 & CD209","R","R","malignant_cell","malignant_cell",0.343
"CEACAM1 & CD209","R","R","malignant_cell","NK",0.446
"CEACAM1 & CD209","R","R","malignant_cell","T_cell",0.455
"CEACAM1 & CEACAM8","R","R","Endo","B_cell",0.469
"CEACAM1 & CEACAM8","R","R","Endo","Endo",0.339
"CEACAM1 & CEACAM8","R","R","Endo","Macro",0.347
"CEACAM1 & CEACAM8","R","R","Endo","NK",0.39
"CEACAM1 & CEACAM8","R","R","Endo","T_cell",0.42
"CEACAM1 & CEACAM8","R","R","malignant_cell","B_cell",0.508
"CEACAM1 & CEACAM8","R","R","malignant_cell","CAF",0.345
"CEACAM1 & CEACAM8","R","R","malignant_cell","Endo",0.378
"CEACAM1 & CEACAM8","R","R","malignant_cell","Macro",0.386
"CEACAM1 & CEACAM8","R","R","malignant_cell","malignant_cell",0.337
"CEACAM1 & CEACAM8","R","R","malignant_cell","NK",0.429
"CEACAM1 & CEACAM8","R","R","malignant_cell","T_cell",0.459
"CEACAM5 & CEACAM1","R","R","B_cell","Endo",0.399
"CEACAM5 & CEACAM1","R","R","B_cell","malignant_cell",0.439
"CEACAM5 & CEACAM1","R","R","CAF","Endo",0.301
"CEACAM5 & CEACAM1","R","R","CAF","malignant_cell",0.341
"CEACAM5 & CEACAM1","R","R","Endo","Endo",0.328
"CEACAM5 & CEACAM1","R","R","Endo","malignant_cell",0.367
"CEACAM5 & CEACAM1","R","R","Macro","Endo",0.325
"CEACAM5 & CEACAM1","R","R","Macro","malignant_cell",0.365
"CEACAM5 & CEACAM1","R","R","malignant_cell","Endo",0.294
"CEACAM5 & CEACAM1","R","R","malignant_cell","malignant_cell",0.333
"CEACAM5 & CEACAM1","R","R","NK","Endo",0.435
"CEACAM5 & CEACAM1","R","R","NK","malignant_cell",0.474
"CEACAM5 & CEACAM1","R","R","T_cell","Endo",0.4
"CEACAM5 & CEACAM1","R","R","T_cell","malignant_cell",0.439
"CKLF & LRP6","L","R","Macro","CAF",0.5
"CKLF & LRP6","L","R","malignant_cell","CAF",0.461
"CKLF & LRP6","L","R","NK","CAF",0.488
"CKLF & LRP6","L","R","T_cell","CAF",0.462
"CKLF & LRP6","L","R","Macro","Endo",0.492
"CKLF & LRP6","L","R","malignant_cell","Endo",0.453
"CKLF & LRP6","L","R","NK","Endo",0.481
"CKLF & LRP6","L","R","T_cell","Endo",0.455
"CKLF & LRP6","L","R","Macro","malignant_cell",0.478
